STATS,Autoc,contr,corrm,corrp,cprom,cshad,dissi,energ,entro,homom,homop,maxpr,sosvh,savgh,svarh,senth,dvarh,denth, inf1h, inf2h,indnc,idmnc
Sample(1)11,25.44,0.12537,0.98811,0.98811,778.41,-0.97251,0.10274,0.10329,2.4657,0.95134,0.9507,0.12559,25.354,8.9962,64.852,2.3707,0.12537,0.33835,-0.81379,0.98288,0.98881,0.99814
Sample(1)12,25.268,0.24656,0.97666,0.97666,765.24,1.5303,0.16453,0.09399,2.6109,0.92642,0.92474,0.12022,25.243,8.9684,63.423,2.4463,0.24656,0.46523,-0.74403,0.97706,0.98248,0.99654
Sample(1)13,25.472,0.17531,0.98323,0.98323,757.36,-0.43121,0.13064,0.098799,2.5361,0.93979,0.93868,0.11897,25.422,9.0185,64.433,2.4078,0.17531,0.39945,-0.77982,0.98026,0.98591,0.99746
Sample(1)14,25.556,0.1601,0.98466,0.98466,758.2,-1.4402,0.12417,0.09948,2.5217,0.94218,0.94116,0.11927,25.498,9.0371,64.757,2.4006,0.1601,0.38673,-0.78716,0.98088,0.98655,0.99766
Sample(1)15,25.405,0.12441,0.98818,0.98818,770.2,0.18933,0.10033,0.10385,2.459,0.95286,0.95208,0.12241,25.331,8.9903,64.862,2.3615,0.12441,0.33365,-0.81733,0.98315,0.98909,0.99816
Sample(1)16,25.476,0.17897,0.98291,0.98291,759.15,0.069194,0.13199,0.09867,2.5378,0.9394,0.93821,0.11843,25.438,9.0176,64.462,2.4073,0.17897,0.40256,-0.77916,0.98021,0.98579,0.99741
Sample(1)17,25.511,0.17612,0.98322,0.98322,769.14,-1.7126,0.13036,0.098956,2.5352,0.93995,0.9388,0.12513,25.454,9.0224,64.595,2.4058,0.17612,0.39937,-0.78006,0.98027,0.98595,0.99746
Sample(1)18,25.342,0.14918,0.98597,0.98597,783.87,0.15452,0.11648,0.10133,2.5013,0.94591,0.94487,0.1262,25.28,8.9665,64.419,2.3864,0.14918,0.37034,-0.79659,0.9816,0.98739,0.9978
Sample(1)19,25.33,0.16699,0.98405,0.98405,763,0.78754,0.12561,0.099806,2.5242,0.94233,0.94108,0.11924,25.282,8.9842,64.163,2.3971,0.16699,0.39015,-0.78581,0.98076,0.98646,0.99755
Sample(1)20,25.358,0.26386,0.97466,0.97466,743.12,0.8335,0.17489,0.09221,2.639,0.92237,0.92033,0.11371,25.355,9.0075,63.446,2.459,0.26386,0.48672,-0.73045,0.97571,0.98141,0.99628
Sample(1)21,25.4,0.21,0.9801,0.9801,771.2,-0.55591,0.14944,0.096251,2.5805,0.93252,0.93084,0.12378,25.365,8.9954,64.061,2.4251,0.21,0.43945,-0.75863,0.97843,0.98399,0.99696
Sample(1)22,25.503,0.18937,0.982,0.982,767.59,-1.262,0.13719,0.097999,2.55,0.93726,0.93604,0.1246,25.445,9.0198,64.466,2.4153,0.18937,0.41228,-0.77287,0.97966,0.98525,0.99727
Sample(1)23,25.384,0.16034,0.98467,0.98467,761.94,0.94924,0.11836,0.10099,2.5017,0.94542,0.94443,0.1209,25.327,8.9968,64.46,2.3858,0.16034,0.37287,-0.79667,0.98162,0.98724,0.9977
Sample(1)24,25.525,0.2149,0.97939,0.97939,753.22,-1.4254,0.15576,0.094575,2.5987,0.9291,0.92752,0.11622,25.497,9.0371,64.149,2.4412,0.2149,0.45126,-0.75001,0.97764,0.98327,0.99689
Sample(1)25,25.383,0.15799,0.9848,0.9848,757.59,0.095146,0.11872,0.10075,2.5053,0.94511,0.9441,0.1191,25.33,9.0032,64.395,2.3877,0.15799,0.37439,-0.79499,0.98149,0.98718,0.99771
Sample(1)26,25.435,0.1481,0.98581,0.98581,757.65,-0.39847,0.1196,0.10032,2.5106,0.94373,0.94285,0.11992,25.367,9.0093,64.45,2.3965,0.1481,0.37701,-0.79179,0.98121,0.98699,0.99781
Sample(1)27,25.441,0.21802,0.97918,0.97918,758.03,-1.2323,0.15652,0.094943,2.598,0.92882,0.92725,0.11935,25.408,9.0143,63.948,2.4397,0.21802,0.4525,-0.74937,0.97752,0.9832,0.99686
Sample(1)28,25.431,0.15575,0.9853,0.9853,779.44,-1.5422,0.1137,0.10216,2.4873,0.94765,0.94674,0.12817,25.364,8.9912,64.786,2.377,0.15575,0.36166,-0.80315,0.98209,0.98776,0.99777
Sample(1)29,25.466,0.20771,0.98008,0.98008,755.83,-0.76215,0.14816,0.096116,2.5795,0.93292,0.93137,0.11787,25.437,9.0238,64.129,2.4295,0.20771,0.43571,-0.75907,0.97847,0.98412,0.997
Sample(1)30,25.456,0.17166,0.98381,0.98381,784.66,-0.12697,0.129,0.099343,2.5326,0.94045,0.93928,0.12708,25.394,8.998,64.517,2.4037,0.17166,0.39718,-0.78122,0.98035,0.98608,0.99751
Sample(1)31,25.48,0.21488,0.97945,0.97945,764.66,-2.4498,0.15473,0.095009,2.5953,0.92964,0.92804,0.12407,25.452,9.0241,64.076,2.4382,0.21488,0.44957,-0.7513,0.97774,0.98339,0.9969
Sample(1)32,25.458,0.20635,0.98053,0.98053,772.05,-0.78709,0.14512,0.097057,2.5692,0.93426,0.93282,0.12043,25.412,9.0023,64.282,2.423,0.20635,0.42899,-0.76341,0.97882,0.98446,0.99705
Sample(1)33,25.187,0.24705,0.97647,0.97647,756.29,1.7433,0.16239,0.09425,2.6061,0.92746,0.92583,0.11745,25.163,8.9579,63.195,2.443,0.24705,0.46072,-0.74628,0.97728,0.98273,0.99657
Sample(1)34,25.353,0.19484,0.98139,0.98139,766.83,0.53589,0.14519,0.096331,2.5725,0.93312,0.93179,0.12298,25.312,8.9922,63.83,2.4284,0.19484,0.43053,-0.76212,0.97872,0.98434,0.99718
Sample(1)35,25.42,0.23434,0.97729,0.97729,747.29,-0.38168,0.15747,0.094922,2.5998,0.92967,0.92796,0.11547,25.393,9.0283,63.832,2.4383,0.23434,0.45285,-0.74909,0.97753,0.98323,0.99669
Sample(1)36,25.368,0.20349,0.98052,0.98052,765.05,-0.4311,0.14207,0.097214,2.561,0.93541,0.93412,0.12427,25.324,8.9991,63.977,2.4199,0.20349,0.42195,-0.76778,0.97923,0.98478,0.99713
Sample(1)37,25.518,0.15999,0.98461,0.98461,754.22,0.012968,0.11507,0.1017,2.4931,0.94718,0.94627,0.11874,25.461,9.0333,64.88,2.3813,0.15999,0.36421,-0.80043,0.98189,0.98763,0.99773
Sample(1)38,25.416,0.1944,0.9815,0.9815,763.13,-0.39467,0.13907,0.097652,2.556,0.93659,0.93531,0.11981,25.379,9.0018,64.169,2.4182,0.1944,0.41632,-0.77017,0.97944,0.98507,0.99722
Sample(1)39,25.334,0.15554,0.98528,0.98528,773.2,0.35949,0.11729,0.10113,2.4982,0.9456,0.94469,0.1253,25.274,8.9726,64.378,2.3851,0.15554,0.37052,-0.79849,0.98176,0.98733,0.99775
Sample(1)40,25.536,0.15822,0.98498,0.98498,767.58,-1.0447,0.12541,0.099399,2.5263,0.94142,0.94037,0.11946,25.487,9.0221,64.697,2.4045,0.15822,0.39003,-0.78459,0.98065,0.98639,0.99766
Sample(1)41,25.384,0.16044,0.98484,0.98484,770.29,1.1072,0.126,0.099305,2.5221,0.94098,0.94011,0.12148,25.334,8.9832,64.283,2.404,0.16044,0.38919,-0.78676,0.98083,0.98633,0.99765
Sample(1)42,25.36,0.16847,0.98393,0.98393,760.29,0.771,0.1242,0.099903,2.5187,0.94278,0.94171,0.11871,25.301,8.9892,64.277,2.3957,0.16847,0.38587,-0.78858,0.98099,0.98662,0.99758
Sample(1)43,25.467,0.14706,0.98611,0.98611,772.02,-1.0224,0.11259,0.10204,2.4858,0.94753,0.94672,0.124,25.396,8.9993,64.862,2.3787,0.14706,0.35981,-0.80395,0.98215,0.98782,0.99787
Sample(1)44,25.4,0.20175,0.98101,0.98101,771.93,0.13474,0.14467,0.096617,2.5675,0.93379,0.93258,0.12099,25.368,8.9861,64.074,2.4268,0.20175,0.42683,-0.765,0.979,0.98446,0.99712
Sample(1)45,25.477,0.15587,0.98515,0.98515,765.31,-0.83589,0.11696,0.1011,2.5013,0.94583,0.94493,0.11942,25.42,9.0128,64.712,2.3886,0.15587,0.36932,-0.79671,0.98161,0.98737,0.99775
Sample(1)46,25.477,0.19177,0.98177,0.98177,764.57,-0.31272,0.13594,0.098379,2.5472,0.93833,0.937,0.11849,25.444,9.0142,64.453,2.4106,0.19177,0.41011,-0.77442,0.9798,0.98543,0.99725
Sample(1)47,25.47,0.18895,0.98202,0.98202,764.2,-0.053508,0.13658,0.098155,2.5499,0.93755,0.93633,0.1215,25.415,9.0135,64.359,2.4154,0.18895,0.41125,-0.77265,0.97962,0.98532,0.99729
Sample(1)48,25.373,0.20172,0.98091,0.98091,764.73,0.77482,0.14322,0.096944,2.5668,0.93486,0.9335,0.11842,25.341,8.9867,64.014,2.4232,0.20172,0.42513,-0.76531,0.97903,0.98464,0.99712
Sample(1)49,25.364,0.16966,0.9838,0.9838,757.54,0.33104,0.12566,0.099748,2.5215,0.9422,0.94112,0.11853,25.294,8.9915,64.247,2.3985,0.16966,0.38856,-0.78708,0.98086,0.98646,0.99754
Sample(1)50,25.482,0.2157,0.97961,0.97961,774.24,-1.9392,0.15693,0.094548,2.6006,0.92827,0.92682,0.12246,25.449,9.0109,64.044,2.446,0.2157,0.4524,-0.74872,0.9775,0.98313,0.99689
Sample(2)1,25.225,0.16897,0.98407,0.98407,775.15,0.3529,0.1401,0.09659,2.554,0.93347,0.93257,0.12309,25.177,8.9455,63.569,2.4246,0.16897,0.41934,-0.77114,0.97952,0.98472,0.99749
Sample(2)2,25.325,0.20325,0.98047,0.98047,749.93,1.9024,0.16241,0.094329,2.5976,0.925,0.92286,0.12973,25.278,8.9942,63.688,2.4307,0.20325,0.46938,-0.7485,0.97738,0.98239,0.99695
Sample(2)3,25.184,0.13193,0.98783,0.98783,798.83,1.591,0.11891,0.10014,2.5039,0.9422,0.94176,0.13114,25.109,8.9061,63.834,2.4035,0.13193,0.3729,-0.79457,0.9814,0.98692,0.99801
Sample(2)4,25.6,0.098633,0.99042,0.99042,747.25,-0.54949,0.088694,0.10564,2.4225,0.95694,0.9566,0.12267,25.492,9.0558,65.499,2.347,0.098633,0.30461,-0.83411,0.98426,0.99025,0.99851
Sample(2)5,25.302,0.17951,0.98312,0.98312,773.14,0.61309,0.1587,0.093255,2.602,0.92372,0.92269,0.12316,25.245,8.9606,63.377,2.4581,0.17951,0.45608,-0.74683,0.97725,0.98259,0.99728
Sample(2)6,25.388,0.084976,0.99195,0.99195,771.95,0.98321,0.078539,0.10766,2.3893,0.96165,0.96136,0.12551,25.271,8.9784,65.314,2.3234,0.084976,0.2796,-0.85043,0.98532,0.99134,0.99871
Sample(2)7,25.381,0.20424,0.98068,0.98068,760.95,0.67837,0.16524,0.092498,2.6206,0.92207,0.92088,0.12189,25.358,8.9884,63.474,2.4662,0.20424,0.46822,-0.73793,0.97639,0.98202,0.99699
Sample(2)8,25.493,0.18744,0.98221,0.98221,768.32,-2.6265,0.14702,0.095651,2.5739,0.9309,0.92995,0.12108,25.431,9.0151,64.137,2.4385,0.18744,0.43141,-0.7612,0.97863,0.98404,0.99728
Sample(2)9,25.474,0.12762,0.98788,0.98788,766.08,-0.32136,0.11497,0.10297,2.4827,0.94445,0.94377,0.13857,25.404,9.005,64.81,2.3811,0.12762,0.36746,-0.79984,0.98156,0.98736,0.99806
Sample(2)10,25.405,0.13095,0.98745,0.98745,761.83,0.85481,0.11537,0.10098,2.4858,0.94457,0.94383,0.12061,25.347,9.0004,64.552,2.3816,0.13095,0.36867,-0.80391,0.98215,0.98735,0.99802
Sample(2)11,25.324,0.14456,0.98644,0.98644,786.21,-0.4744,0.12879,0.098266,2.5279,0.93795,0.93716,0.12887,25.242,8.9595,64.042,2.4117,0.14456,0.39709,-0.7837,0.98057,0.98586,0.99781
Sample(2)12,25.338,0.092349,0.99123,0.99123,766.45,1.6527,0.084953,0.10634,2.4116,0.95856,0.95824,0.12447,25.262,8.9708,64.933,2.3404,0.092349,0.29565,-0.8394,0.98461,0.99064,0.9986
Sample(2)13,25.245,0.18649,0.98237,0.98237,770.68,1.8149,0.15476,0.093542,2.596,0.92627,0.92538,0.12016,25.213,8.9556,63.201,2.4565,0.18649,0.4465,-0.75105,0.97772,0.98311,0.99725
Sample(2)14,25.477,0.12606,0.988,0.988,770.8,-0.016976,0.10079,0.10432,2.4546,0.95263,0.95192,0.12695,25.397,9.0087,65.09,2.3595,0.12606,0.33375,-0.81823,0.98315,0.98905,0.99814
Sample(2)15,25.454,0.094997,0.99087,0.99087,760.9,0.63346,0.086597,0.10572,2.4166,0.95783,0.95751,0.12121,25.381,9.0112,65.164,2.3438,0.094997,0.29959,-0.83762,0.98452,0.99046,0.99856
Sample(2)16,25.604,0.15015,0.98575,0.98575,775.57,-2.17,0.13077,0.098064,2.5344,0.93737,0.93649,0.12491,25.556,9.0358,64.772,2.4136,0.15015,0.40171,-0.78046,0.9803,0.98567,0.99773
Sample(2)17,25.675,0.16201,0.9842,0.9842,749.37,-1.8509,0.13402,0.098294,2.5374,0.93686,0.9357,0.12911,25.628,9.0837,64.908,2.4084,0.16201,0.4097,-0.77805,0.98005,0.9854,0.99757
Sample(2)18,25.342,0.17359,0.9838,0.9838,790.51,-0.33673,0.13814,0.097965,2.5471,0.93609,0.93441,0.12754,25.302,8.9605,64.234,2.4045,0.17359,0.42028,-0.77463,0.97982,0.98503,0.9974
Sample(2)19,25.394,0.24688,0.97647,0.97647,763.84,0.0087318,0.18433,0.090746,2.6493,0.91564,0.91351,0.12051,25.387,9.0046,63.538,2.4626,0.24688,0.50814,-0.72512,0.97514,0.98014,0.9964
Sample(2)20,25.474,0.17234,0.98362,0.98362,766.27,-0.08509,0.13838,0.097214,2.5501,0.93498,0.93391,0.12233,25.434,9.0113,64.325,2.4188,0.17234,0.41706,-0.77279,0.97965,0.98496,0.99746
Sample(2)21,25.465,0.10745,0.98976,0.98976,769.21,0.15418,0.094901,0.10436,2.4404,0.95422,0.95374,0.12175,25.367,9.0044,65.083,2.3564,0.10745,0.32041,-0.82629,0.98377,0.98958,0.99838
Sample(2)22,25.547,0.17574,0.98331,0.98331,766.85,-0.47947,0.14461,0.096115,2.5655,0.93205,0.93067,0.123,25.513,9.0266,64.486,2.4234,0.17574,0.43218,-0.76608,0.97911,0.98425,0.99737
Sample(2)23,25.58,0.16623,0.98426,0.98426,780.8,-3.6576,0.13117,0.098585,2.5352,0.93831,0.93748,0.12919,25.527,9.0297,64.712,2.4144,0.16623,0.39959,-0.77971,0.98022,0.98576,0.99758
Sample(2)24,25.243,0.22987,0.97817,0.97817,769.46,0.72456,0.19228,0.088277,2.6746,0.90923,0.9075,0.12043,25.216,8.9652,62.752,2.4901,0.22987,0.51952,-0.71258,0.97376,0.97903,0.99655
Sample(2)25,25.372,0.15203,0.9854,0.9854,747.83,2.0032,0.12778,0.098401,2.5279,0.93892,0.93829,0.12086,25.307,8.9981,64.001,2.4159,0.15203,0.39183,-0.78314,0.9805,0.98604,0.99774
Sample(2)26,25.282,0.14892,0.98591,0.98591,766.54,1.7292,0.13154,0.098197,2.5319,0.93666,0.93588,0.12759,25.234,8.9602,63.844,2.4141,0.14892,0.40238,-0.78056,0.98025,0.98556,0.99775
Sample(2)27,25.377,0.10339,0.99019,0.99019,770.41,1.385,0.095974,0.10425,2.4426,0.953,0.95272,0.12268,25.287,8.9801,64.736,2.3645,0.10339,0.32121,-0.82406,0.98356,0.98941,0.99843
Sample(2)28,25.37,0.10644,0.99006,0.99006,789.34,0.64887,0.093139,0.10519,2.4321,0.95529,0.95472,0.12608,25.297,8.9594,65.039,2.3471,0.10644,0.31706,-0.83005,0.98402,0.98979,0.99839
Sample(2)29,25.424,0.20426,0.97992,0.97992,731.35,0.60671,0.17152,0.090761,2.6368,0.9184,0.91725,0.1203,25.399,9.0424,63.217,2.4787,0.20426,0.47926,-0.72954,0.9755,0.98127,0.99696
Sample(2)30,25.423,0.15854,0.98482,0.98482,762.16,0.80262,0.13474,0.097796,2.5349,0.93608,0.93494,0.12202,25.347,9.0066,64.281,2.4073,0.15854,0.41138,-0.78044,0.98031,0.98528,0.99761
Sample(2)31,25.083,0.20348,0.98044,0.98044,754.62,2.1148,0.16576,0.092083,2.622,0.92185,0.92055,0.11902,25.051,8.9403,62.539,2.4649,0.20348,0.47044,-0.73816,0.97646,0.98195,0.99699
Sample(2)32,25.533,0.15601,0.98504,0.98504,756.48,0.28559,0.12733,0.098661,2.5267,0.9398,0.93896,0.12099,25.483,9.0325,64.583,2.4084,0.15601,0.39282,-0.78458,0.98066,0.98613,0.99769
Sample(2)33,25.437,0.097842,0.99054,0.99054,757.95,0.49637,0.087507,0.10597,2.4176,0.95771,0.95725,0.12101,25.357,9.0143,65.152,2.3388,0.097842,0.30299,-0.8367,0.98444,0.99039,0.99852
Sample(2)34,25.62,0.15714,0.98484,0.98484,759.86,-2.5529,0.14116,0.095669,2.5635,0.93152,0.93093,0.1215,25.548,9.0592,64.353,2.4423,0.15714,0.41893,-0.76565,0.97899,0.98448,0.99763
Sample(2)35,25.52,0.10506,0.98994,0.98994,761.91,-0.067052,0.093612,0.10542,2.4315,0.95459,0.95425,0.13092,25.448,9.0225,65.258,2.3532,0.10506,0.31577,-0.82824,0.98379,0.98971,0.99842
Sample(2)36,24.975,0.32945,0.96795,0.96795,745.27,1.2431,0.23769,0.083118,2.7677,0.89401,0.89007,0.11651,25.006,8.9443,61.622,2.5106,0.32945,0.60345,-0.66791,0.96834,0.97454,0.99514
Sample(2)37,25.361,0.10878,0.98956,0.98956,756.05,2.3958,0.097912,0.10368,2.4483,0.9525,0.95208,0.12262,25.293,8.9904,64.632,2.3642,0.10878,0.32723,-0.82213,0.98347,0.98923,0.99835
Sample(2)38,25.386,0.13662,0.98707,0.98707,782.61,-1.3295,0.12468,0.10068,2.5055,0.93927,0.9388,0.13185,25.311,8.9823,64.308,2.4013,0.13662,0.38529,-0.79038,0.9809,0.98627,0.99793
Sample(2)39,25.466,0.15303,0.98544,0.98544,763.87,-0.092978,0.1259,0.09917,2.5178,0.94035,0.93952,0.1232,25.405,9.0085,64.512,2.4019,0.15303,0.39014,-0.78865,0.98098,0.98628,0.99773
Sample(2)40,25.67,0.12179,0.98807,0.98807,746.76,-2.3469,0.11136,0.10084,2.4869,0.9457,0.94531,0.12147,25.597,9.0835,65.043,2.3939,0.12179,0.35652,-0.80329,0.9821,0.98773,0.99815
Sample(2)41,25.332,0.14077,0.98672,0.98672,780.23,1.0345,0.12643,0.10023,2.5173,0.93862,0.93811,0.12979,25.274,8.9675,64.052,2.4101,0.14077,0.38915,-0.78427,0.98038,0.9861,0.99788
Sample(2)42,25.541,0.2769,0.97389,0.97389,771.17,-1.1798,0.20845,0.087124,2.7024,0.90452,0.90209,0.12267,25.544,9.0282,63.652,2.4921,0.2769,0.55006,-0.69936,0.97227,0.97752,0.99594
Sample(2)43,25.552,0.12171,0.98839,0.98839,762.46,-0.22353,0.10833,0.10215,2.4786,0.94756,0.9471,0.12329,25.471,9.0266,64.96,2.385,0.12171,0.35057,-0.80626,0.98227,0.9881,0.99816
Sample(2)44,25.389,0.18766,0.98231,0.98231,773.83,0.20286,0.16173,0.094076,2.6043,0.92267,0.92159,0.12541,25.329,8.9844,63.631,2.4571,0.18766,0.46192,-0.74272,0.97668,0.9823,0.99718
Sample(2)45,25.373,0.17638,0.98302,0.98302,755.32,0.063025,0.13831,0.096928,2.5523,0.93522,0.93421,0.12015,25.325,9.0041,63.919,2.4219,0.17638,0.4157,-0.77222,0.97963,0.985,0.99742
Sample(2)46,25.373,0.10335,0.9902,0.9902,772.44,0.26369,0.093421,0.10475,2.4342,0.95471,0.95426,0.12168,25.301,8.9786,64.881,2.3528,0.10335,0.31713,-0.82915,0.98396,0.98972,0.99843
Sample(2)47,25.564,0.13212,0.98758,0.98758,779.71,-1.6185,0.11235,0.1023,2.4845,0.94635,0.94568,0.12384,25.492,9.014,65.109,2.3829,0.13212,0.36063,-0.80276,0.98197,0.98771,0.99802
Sample(2)48,25.386,0.11579,0.98912,0.98912,784.41,0.215,0.10937,0.10124,2.4818,0.94625,0.94594,0.12523,25.304,8.9714,64.448,2.3932,0.11579,0.35165,-0.806,0.98231,0.98792,0.99823
Sample(2)49,25.387,0.15529,0.9852,0.9852,758.38,1.0774,0.13501,0.097205,2.5434,0.93495,0.93428,0.12251,25.314,8.9931,63.971,2.4249,0.15529,0.4076,-0.77487,0.97976,0.9852,0.99768
Sample(2)50,25.389,0.17085,0.98412,0.98412,781.49,0.40875,0.14975,0.094428,2.5819,0.92797,0.92712,0.12151,25.347,8.9658,63.818,2.4484,0.17085,0.43801,-0.75753,0.9783,0.98358,0.99743
Sample(3)1,25.238,0.58751,0.94411,0.94411,742.63,-0.091398,0.378,0.067414,3.0128,0.838,0.83059,0.11081,25.385,9.0058,61.413,2.6045,0.58751,0.79976,-0.55045,0.94792,0.9601,0.99155
Sample(3)2,24.947,0.82165,0.92096,0.92096,718.96,0.076774,0.46395,0.060906,3.1318,0.81061,0.80018,0.10381,25.219,8.9801,60.279,2.6311,0.82165,0.90309,-0.49154,0.93279,0.95192,0.98857
Sample(3)3,25.338,0.59296,0.94307,0.94307,741.9,-1.4809,0.33661,0.073114,2.9457,0.86045,0.85396,0.11349,25.494,9.0391,62.058,2.5724,0.59296,0.74673,-0.58232,0.9545,0.96502,0.99186
Sample(3)4,25.272,0.66271,0.93585,0.93585,729.56,-0.068082,0.39819,0.065686,3.043,0.83236,0.82457,0.11059,25.464,9.0417,61.338,2.612,0.66271,0.82348,-0.53551,0.94444,0.95832,0.99071
Sample(3)5,25.318,0.59464,0.94311,0.94311,742.61,-1.9347,0.35619,0.071807,2.9578,0.85152,0.84393,0.11914,25.47,9.0309,62.103,2.566,0.59464,0.77678,-0.5764,0.95333,0.96278,0.99157
Sample(3)6,25.012,0.70622,0.93317,0.93317,736.47,1.5135,0.42797,0.06338,3.084,0.82051,0.81161,0.10685,25.228,8.9625,60.597,2.6246,0.70622,0.85965,-0.51571,0.93952,0.9552,0.98999
Sample(3)7,24.957,0.73933,0.93014,0.93014,737.05,2.2213,0.43324,0.063543,3.0911,0.8209,0.81142,0.10838,25.191,8.9521,60.522,2.62,0.73933,0.86876,-0.51253,0.93871,0.95487,0.98959
Sample(3)8,25.141,0.6318,0.94024,0.94024,742.31,0.24923,0.35405,0.071412,2.9715,0.85406,0.84713,0.11087,25.318,8.9823,61.464,2.5831,0.6318,0.76968,-0.57046,0.95219,0.96329,0.99134
Sample(3)9,24.897,0.78105,0.92598,0.92598,734.09,2.6591,0.45709,0.061202,3.1237,0.81111,0.80108,0.10646,25.144,8.947,60.199,2.6322,0.78105,0.894,-0.49676,0.93441,0.9524,0.98901
Sample(3)10,24.968,0.85601,0.91948,0.91948,731.6,2.1465,0.45575,0.062928,3.1138,0.81746,0.80731,0.10676,25.26,8.9623,60.588,2.6234,0.85601,0.89465,-0.50008,0.9352,0.95317,0.98831
Sample(3)11,24.988,0.74017,0.92941,0.92941,732.84,1.8456,0.42508,0.063998,3.0811,0.82437,0.81555,0.10745,25.215,8.9699,60.56,2.6195,0.74017,0.85714,-0.51779,0.94012,0.95581,0.98971
Sample(3)12,25.125,0.65165,0.93825,0.93825,744.38,-0.30422,0.40276,0.065197,3.0483,0.82875,0.82114,0.11007,25.314,8.9831,60.946,2.6198,0.65165,0.82654,-0.53293,0.94383,0.95768,0.99079
Sample(3)13,25.304,0.60249,0.9428,0.9428,742.38,0.40321,0.3912,0.065464,3.0335,0.83074,0.82378,0.11077,25.461,9.0199,61.415,2.6205,0.60249,0.8096,-0.54047,0.94565,0.95862,0.99138
Sample(3)14,25.235,0.56775,0.94589,0.94589,741.67,-0.1753,0.33628,0.073132,2.9423,0.8586,0.85234,0.11186,25.381,9.005,61.745,2.5764,0.56775,0.74602,-0.58215,0.95432,0.96485,0.99209
Sample(3)15,25.17,0.63244,0.94004,0.94004,741.52,-0.23205,0.37208,0.069349,2.9989,0.84452,0.83717,0.10968,25.343,8.9916,61.38,2.5949,0.63244,0.79352,-0.55566,0.94894,0.96117,0.99118
Sample(3)16,24.964,0.85087,0.91853,0.91853,729.52,0.78199,0.47639,0.05998,3.1505,0.80636,0.79549,0.10806,25.259,8.9816,60.331,2.6337,0.85087,0.91707,-0.48381,0.93064,0.9507,0.98818
Sample(3)17,25.063,0.75106,0.92774,0.92774,724.75,0.18603,0.43813,0.062894,3.0963,0.81866,0.80919,0.10712,25.297,8.9982,60.665,2.6241,0.75106,0.87311,-0.50771,0.93722,0.95437,0.98948
Sample(3)18,25.153,0.71854,0.93128,0.93128,728.69,-0.71222,0.41204,0.065728,3.0614,0.83119,0.82181,0.10877,25.377,9.0077,61.236,2.6012,0.71854,0.8471,-0.52705,0.94243,0.95722,0.98994
Sample(3)19,24.872,0.74437,0.92985,0.92985,745.84,1.72,0.43923,0.063051,3.0977,0.81787,0.80828,0.11112,25.106,8.9304,60.251,2.6238,0.74437,0.87482,-0.50868,0.93763,0.9542,0.98951
Sample(3)20,25.234,0.53938,0.9491,0.9491,747.61,-0.50739,0.35383,0.069131,2.9755,0.84536,0.83983,0.11009,25.361,8.9899,61.389,2.6076,0.53938,0.76084,-0.56777,0.95158,0.96249,0.99232
Sample(3)21,25.33,0.68141,0.93466,0.93466,731.92,-1.493,0.42307,0.063087,3.0806,0.82098,0.81238,0.10845,25.529,9.0458,61.394,2.6257,0.68141,0.85248,-0.51762,0.94004,0.95556,0.99029
Sample(3)22,25.321,0.60774,0.94211,0.94211,737.38,-1.8584,0.37816,0.066889,3.0145,0.83794,0.83137,0.10906,25.48,9.028,61.528,2.6139,0.60774,0.79444,-0.54997,0.94784,0.9602,0.99145
Sample(3)23,25.124,0.66137,0.93611,0.93611,721.82,0.5556,0.38723,0.066753,3.0278,0.83776,0.83038,0.10631,25.316,9.0063,60.986,2.6077,0.66137,0.80952,-0.54325,0.94629,0.95959,0.99084
Sample(3)24,25.255,0.62692,0.94017,0.94017,734.55,0.11891,0.40405,0.064736,3.05,0.82666,0.81878,0.10891,25.432,9.0175,61.246,2.6211,0.62692,0.82866,-0.53075,0.94318,0.95734,0.99099
Sample(3)25,25.156,0.78612,0.92573,0.92573,733.02,0.4469,0.44938,0.062278,3.1127,0.81548,0.80567,0.10639,25.405,9.0014,61.032,2.6258,0.78612,0.88627,-0.50254,0.93607,0.95334,0.98903
Sample(3)26,24.989,0.68835,0.9343,0.9343,728.46,1.963,0.41822,0.063863,3.0733,0.82442,0.81572,0.10683,25.187,8.9652,60.506,2.6218,0.68835,0.84898,-0.52112,0.94093,0.9562,0.99024
Sample(3)27,25.258,0.71221,0.93217,0.93217,731.45,-1.0031,0.40112,0.066394,3.0424,0.83465,0.82661,0.10715,25.471,9.0253,61.456,2.6092,0.71221,0.82816,-0.53633,0.94469,0.95839,0.99021
Sample(3)28,25.22,0.75519,0.92861,0.92861,738.53,-1.3901,0.44533,0.062086,3.108,0.81492,0.80549,0.111,25.459,9.0128,61.159,2.6287,0.75519,0.87949,-0.50468,0.93664,0.95355,0.98939
Sample(3)29,25.078,0.61366,0.94093,0.94093,733.36,1.1522,0.3973,0.064863,3.0456,0.82907,0.82151,0.10921,25.25,8.9866,60.706,2.6194,0.61366,0.8199,-0.53438,0.94419,0.95802,0.99118
Sample(3)30,25.172,0.61513,0.9415,0.9415,747.05,-0.62705,0.36202,0.069897,2.9861,0.84798,0.8412,0.11505,25.34,8.9938,61.383,2.593,0.61513,0.77871,-0.56327,0.95069,0.96219,0.99147
Sample(3)31,25.098,0.62078,0.94104,0.94104,742.87,1.1665,0.38423,0.067004,3.0206,0.83604,0.82918,0.11272,25.268,8.9764,60.929,2.6131,0.62078,0.80309,-0.54581,0.9468,0.9596,0.99125
